ID,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date
0,0.04012525556887971,0.04478253590126021,0.035587205904314544,0.037617772817611694,2714688000,0.0,0.0,1999-01-22 00:00:00-05:00
1,0.04060306946164964,0.04203565438894474,0.03761775334053571,0.04155873879790306,510480000,0.0,0.0,1999-01-25 00:00:00-05:00
2,0.04203566229029307,0.04287210117768787,0.03773698762331058,0.03833405300974846,343200000,0.0,0.0,1999-01-26 00:00:00-05:00
3,0.03845326795687176,0.03940893716794812,0.03630347518707527,0.03821481019258499,244368000,0.0,0.0,1999-01-27 00:00:00-05:00
4,0.0382148233231087,0.03845328116932903,0.037856219184819864,0.03809467703104019,227520000,0.0,0.0,1999-01-28 00:00:00-05:00
5,0.03809468381474197,0.038214830128205514,0.03630349412560463,0.03630349412560463,244032000,0.0,0.0,1999-01-29 00:00:00-05:00
6,0.036303489869523746,0.03725915605046319,0.036303489869523746,0.03702069818973541,154704000,0.0,0.0,1999-02-01 00:00:00-05:00
7,0.036303486304608945,0.037259152391704284,0.033079708406347205,0.034154605120420456,264096000,0.0,0.0,1999-02-02 00:00:00-05:00
8,0.0336767690081181,0.03534872744722627,0.03343739212751601,0.03487089276313782,75120000,0.0,0.0,1999-02-03 00:00:00-05:00
9,0.03534873357105185,0.0377369883281204,0.034870898804183155,0.036781322211027145,181920000,0.0,0.0,1999-02-04 00:00:00-05:00
10,0.03737837536908536,0.03821481407466712,0.03642362513798458,0.03785621002316475,136848000,0.0,0.0,1999-02-05 00:00:00-05:00
11,0.03809467081317736,0.03821481708563544,0.0365428552031517,0.0365428552031517,154080000,0.0,0.0,1999-02-08 00:00:00-05:00
12,0.037259133481627106,0.03749759461455708,0.034631506635206775,0.03510934114456177,86976000,0.0,0.0,1999-02-09 00:00:00-05:00
13,0.035109353253249556,0.03606501918491204,0.03415459956539672,0.034751664847135544,148224000,0.0,0.0,1999-02-10 00:00:00-05:00
14,0.03487089649805919,0.03916957096104248,0.03487089649805919,0.037736985832452774,132240000,0.0,0.0,1999-02-11 00:00:00-05:00
15,0.03821482172308969,0.04012524164470609,0.03821482172308969,0.03988678380846977,109728000,0.0,0.0,1999-02-12 00:00:00-05:00
16,0.04060307813597457,0.042275040293068736,0.036065026434902045,0.04012524336576462,211008000,0.0,0.0,1999-02-16 00:00:00-05:00
17,0.03916958042851738,0.039647415279280306,0.037259160102901985,0.03797545284032822,67728000,0.0,0.0,1999-02-17 00:00:00-05:00
18,0.03916957456341371,0.03964740934262747,0.03749761579145914,0.038572512567043304,70704000,0.0,0.0,1999-02-18 00:00:00-05:00
19,0.03821482172308969,0.04060307639442068,0.037736986973375096,0.03988678380846977,75360000,0.0,0.0,1999-02-19 00:00:00-05:00
20,0.04060307813597457,0.04108091290618453,0.0379754464384605,0.04012524336576462,205248000,0.0,0.0,1999-02-22 00:00:00-05:00
21,0.04108091121397275,0.042872100512194,0.03869265653858173,0.04203566163778305,138096000,0.0,0.0,1999-02-23 00:00:00-05:00
22,0.04824566806702046,0.050157003368308334,0.044304682515992296,0.045379579067230225,612768000,0.0,0.0,1999-02-24 00:00:00-05:00
23,0.047290920771916295,0.04872350934388028,0.043229788401613886,0.0439470000565052,149136000,0.0,0.0,1999-02-25 00:00:00-05:00
24,0.044424842538609795,0.045857427943457575,0.04155875265152284,0.041916441172361374,172608000,0.0,0.0,1999-02-26 00:00:00-05:00
25,0.04299133674861511,0.04394700637437067,0.040125246948711876,0.04215581342577934,92160000,0.0,0.0,1999-03-01 00:00:00-05:00
26,0.042035656160769874,0.0422750330434656,0.04108090586135825,0.041797198355197906,55248000,0.0,0.0,1999-03-02 00:00:00-05:00
27,0.04203567193542745,0.04203567193542745,0.03869266601727678,0.03893112391233444,61392000,0.0,0.0,1999-03-03 00:00:00-05:00
28,0.040841535940654025,0.04108091286415479,0.03773698855338762,0.03809467703104019,57360000,0.0,0.0,1999-03-04 00:00:00-05:00
29,0.03845328217346757,0.04036370222495868,0.03845328217346757,0.04024447500705719,78768000,0.0,0.0,1999-03-05 00:00:00-05:00
30,0.039169569055010615,0.04203565824993732,0.038453276525571296,0.04084153100848198,75888000,0.0,0.0,1999-03-08 00:00:00-05:00
31,0.04072231240379048,0.04275287888085794,0.04072231240379048,0.04215581342577934,143184000,0.0,0.0,1999-03-09 00:00:00-05:00
32,0.042752864076527036,0.042752864076527036,0.040841525486868396,0.04143859073519707,235344000,0.0,0.0,1999-03-10 00:00:00-05:00
33,0.040722281196954674,0.04143857332867119,0.039647381752729416,0.039647381752729416,54288000,0.0,0.0,1999-03-11 00:00:00-05:00
34,0.039886793647502444,0.039886793647502444,0.03821483114969278,0.03893112391233444,90768000,0.0,0.0,1999-03-12 00:00:00-05:00
35,0.03988678627158387,0.04108091368098988,0.03964740934332344,0.04060307890176773,108816000,0.0,0.0,1999-03-15 00:00:00-05:00
36,0.04084152461352264,0.04131935925071939,0.03893110514176115,0.03928970918059349,79152000,0.0,0.0,1999-03-16 00:00:00-05:00
37,0.03964739965119131,0.04036369210627161,0.03857250313835555,0.039528172463178635,51360000,0.0,0.0,1999-03-17 00:00:00-05:00
38,0.0396474189764391,0.04060308876708205,0.038692668263318165,0.04000602662563324,46320000,0.0,0.0,1999-03-18 00:00:00-05:00
39,0.039886785519300326,0.04131937075264882,0.039886785519300326,0.04012524336576462,105312000,0.0,0.0,1999-03-19 00:00:00-05:00
40,0.04096077496105305,0.04108092127772811,0.03893112391233444,0.03893112391233444,36672000,0.0,0.0,1999-03-22 00:00:00-05:00
41,0.03916956739196156,0.03916956739196156,0.03582656270412451,0.0365428552031517,163968000,0.0,0.0,1999-03-23 00:00:00-05:00
42,0.03630349412560463,0.03654286767508761,0.034870905221969714,0.03630349412560463,60864000,0.0,0.0,1999-03-24 00:00:00-05:00
43,0.03618425681343794,0.038214823094989095,0.036065026182717425,0.036781322211027145,40320000,0.0,0.0,1999-03-25 00:00:00-05:00
44,0.03725916357735373,0.04012525387176057,0.03725916357735373,0.04000602662563324,88272000,0.0,0.0,1999-03-26 00:00:00-05:00
45,0.041200149804353714,0.04215581607348797,0.0404838536620854,0.041200149804353714,65952000,0.0,0.0,1999-03-29 00:00:00-05:00
46,0.041319367731141206,0.04167797184357376,0.03749761234285563,0.037736985832452774,69504000,0.0,0.0,1999-03-30 00:00:00-05:00
47,0.0389311212220629,0.04084154148291377,0.03713993160882406,0.04036370664834976,153600000,0.0,0.0,1999-03-31 00:00:00-05:00
48,0.04036369963395051,0.0406030765483362,0.038453279705092214,0.03916957229375839,30432000,0.0,0.0,1999-04-01 00:00:00-05:00
49,0.038692664655190764,0.039647415279280306,0.03773699495366491,0.03797545284032822,98640000,0.0,0.0,1999-04-05 00:00:00-04:00
50,0.03833405628673309,0.038453283508774784,0.036303489869523746,0.03702069818973541,69696000,0.0,0.0,1999-04-06 00:00:00-04:00
51,0.03725915382178625,0.04036370121222891,0.03702069597532196,0.04012524336576462,89280000,0.0,0.0,1999-04-07 00:00:00-04:00
52,0.040363696296465953,0.04203565824993732,0.039886780661619374,0.04084153100848198,130128000,0.0,0.0,1999-04-08 00:00:00-04:00
53,0.04108091290618453,0.04108091290618453,0.039886785519300326,0.04012524336576462,48624000,0.0,0.0,1999-04-09 00:00:00-04:00
54,0.039647396780923,0.039647396780923,0.03773697734665544,0.03845326974987984,33312000,0.0,0.0,1999-04-12 00:00:00-04:00
55,0.03916956638782037,0.03916956638782037,0.03630348080469902,0.03690054267644882,36144000,0.0,0.0,1999-04-13 00:00:00-04:00
56,0.036781321412821456,0.03761776029768645,0.03582656756043434,0.03582656756043434,48288000,0.0,0.0,1999-04-14 00:00:00-04:00
57,0.036781322211027145,0.036781322211027145,0.03582656833792055,0.036781322211027145,35856000,0.0,0.0,1999-04-15 00:00:00-04:00
58,0.03654286736547575,0.03857251834274517,0.03654286736547575,0.03797545284032822,38928000,0.0,0.0,1999-04-16 00:00:00-04:00
59,0.03845328801688917,0.03845328801688917,0.03582657493159254,0.03630349412560463,31296000,0.0,0.0,1999-04-19 00:00:00-04:00
60,0.03630349172850533,0.037736992781641526,0.03522859143719336,0.03558719903230667,67680000,0.0,0.0,1999-04-20 00:00:00-04:00
61,0.03558720040979416,0.036303493133718646,0.035348739110980985,0.03618426248431206,37488000,0.0,0.0,1999-04-21 00:00:00-04:00
62,0.036303486329056965,0.036303486329056965,0.03427383577047956,0.03463152423501015,227184000,0.0,0.0,1999-04-22 00:00:00-04:00
63,0.03451229794300801,0.03463152858504266,0.03272110841355745,0.03296048194169998,126048000,0.0,0.0,1999-04-23 00:00:00-04:00
64,0.03296047819926249,0.033437397296605734,0.030571307826121746,0.031288519501686096,123504000,0.0,0.0,1999-04-26 00:00:00-04:00
65,0.03200481171382709,0.03487089773308521,0.03152697696163562,0.03463152423501015,226944000,0.0,0.0,1999-04-27 00:00:00-04:00
66,0.03487091487460219,0.03487091487460219,0.03331818264433605,0.034393083304166794,120096000,0.0,0.0,1999-04-28 00:00:00-04:00
67,0.03451231057318959,0.034631541258858096,0.033676790362394377,0.034393083304166794,48144000,0.0,0.0,1999-04-29 00:00:00-04:00
68,0.034751665569716414,0.03630348115493101,0.03451228868911432,0.03487089276313782,99312000,0.0,0.0,1999-04-30 00:00:00-04:00
69,0.035228568294384456,0.035228568294384456,0.03415458778598912,0.03510934114456177,33840000,0.0,0.0,1999-05-03 00:00:00-04:00
70,0.03510936551077415,0.03510936551077415,0.03248265250152893,0.033198945224285126,96048000,0.0,0.0,1999-05-04 00:00:00-04:00
71,0.03343741278881637,0.03391524776816368,0.031526991949110794,0.03391524776816368,144576000,0.0,0.0,1999-05-05 00:00:00-04:00
72,0.033676767208802846,0.03439305965810689,0.032243263233128136,0.03325854614377022,35616000,0.0,0.0,1999-05-06 00:00:00-04:00
73,0.032243269973507585,0.03367677424885298,0.032243269973507585,0.033437397330999374,25008000,0.0,0.0,1999-05-07 00:00:00-04:00
74,0.03319893949040451,0.03415460559065736,0.03319893949040451,0.033437397330999374,19680000,0.0,0.0,1999-05-10 00:00:00-04:00
75,0.034870895519896444,0.03630348402494456,0.034154602975694295,0.035228583961725235,171744000,0.0,0.0,1999-05-11 00:00:00-04:00
76,0.03558720138210956,0.03642364043906817,0.035109366527298146,0.03630349412560463,168480000,0.0,0.0,1999-05-12 00:00:00-04:00
77,0.03630349412560463,0.03725916041858268,0.03618426347294042,0.03630349412560463,69936000,0.0,0.0,1999-05-13 00:00:00-04:00
78,0.03630350417479275,0.03630350417479275,0.03391524831708568,0.034393083304166794,28464000,0.0,0.0,1999-05-14 00:00:00-04:00
79,0.033915226559906406,0.03606501966714859,0.033795995950726306,0.03606501966714859,35760000,0.0,0.0,1999-05-17 00:00:00-04:00
80,0.03642363132669847,0.03821482056772073,0.03534873123332715,0.037736985832452774,151536000,0.0,0.0,1999-05-18 00:00:00-04:00
81,0.03940894335383549,0.04084152831835336,0.035467957794069756,0.03606501966714859,451728000,0.0,0.0,1999-05-19 00:00:00-04:00
